sale_id,product_id,units_sold,revenue,date
45698,2015,38,9465.61,2023-05-24
45699,2007,34,7909.49,2023-02-15
45700,2001,20,2399.56,2023-04-10
45701,2017,14,8853.39,2023-05-11
45702,2015,32,2285.97,2023-11-23
45703,2005,28,2506.15,2023-08-25
45704,2014,84,305.2,2023-03-28
45705,2007,40,2461.33,2023-03-12
45706,2018,97,2778.46,2023-12-11
45707,2001,76,6677.95,2023-05-19
45708,2016,87,8181.24,2023-07-22
45709,2007,100,6853.72,2023-06-29
45710,2012,82,9238.0,2023-08-27
45711,2010,10,1085.32,2023-05-07
45712,2015,60,6241.49,2023-05-30
45713,2017,18,7546.68,2023-12-22
45714,2016,73,4739.55,2023-11-21
45715,2020,11,7309.19,2023-08-31
45716,2018,41,982.68,2023-01-02
45717,2009,85,1939.74,2023-09-06
45718,2020,19,7727.34,2023-06-15
45719,2012,16,2573.27,2023-08-05
45720,2007,87,1428.43,2023-12-11
45721,2002,2,6469.19,2023-05-16
45722,2003,58,9463.95,2023-10-09
45723,2012,84,4861.29,2023-06-22
45724,2020,83,9352.56,2023-07-25
45725,2004,24,4901.64,2023-11-24
45726,2018,75,4283.53,2023-12-23
45727,2011,13,9309.69,2023-08-25
45728,2009,85,7828.71,2023-12-03
45729,2016,21,6891.09,2023-10-05
45730,2017,10,8036.51,2023-09-24
45731,2012,23,2508.88,2023-07-29
45732,2020,23,1547.55,2023-05-24
45733,2006,9,7193.15,2023-01-16
45734,2010,4,408.37,2023-10-04
45735,2003,72,7452.43,2023-05-27
45736,2010,40,6121.16,2023-09-22
45737,2004,63,6034.29,2023-10-21
45738,2009,98,4987.39,2023-03-14
45739,2008,79,9386.85,2023-12-28
45740,2016,36,8794.81,2023-07-19
45741,2010,7,1591.39,2023-05-22
45742,2014,21,9123.0,2023-10-13
45743,2011,91,5522.75,2023-02-28
45744,2004,54,3140.69,2023-02-21
45745,2020,63,930.96,2024-01-08
45746,2020,52,4429.8,2023-09-27
45747,2006,95,1733.58,2023-04-13
45748,2014,99,6412.42,2023-08-19
45749,2003,32,2687.94,2023-11-24
45750,2020,23,1076.74,2023-10-17
45751,2020,96,8874.89,2023-03-15
45752,2019,34,4744.31,2023-07-09
45753,2001,29,6636.58,2023-04-30
45754,2003,45,2828.46,2023-01-07
45755,2016,50,3189.03,2023-10-31
45756,2007,49,5367.09,2023-11-16
45757,2007,39,8964.32,2023-02-08
45758,2002,31,5428.77,2023-04-15
45759,2003,84,4020.31,2023-07-14
45760,2005,71,1291.91,2023-08-02
45761,2007,67,2442.68,2023-05-31
45762,2004,64,6293.71,2023-03-31
45763,2011,81,1928.7,2023-01-27
45764,2004,6,9392.93,2023-06-15
45765,2005,90,5463.67,2023-01-12
45766,2009,21,2634.75,2023-03-15
45767,2004,4,5533.29,2024-01-28
45768,2011,33,7407.67,2023-11-05
45769,2015,84,8552.58,2023-03-08
45770,2012,27,1118.64,2023-03-21
45771,2007,60,1658.5,2023-05-25
45772,2005,26,2217.03,2023-07-07
45773,2014,44,5230.15,2023-09-06
45774,2016,9,8392.51,2023-08-08
45775,2008,26,611.91,2023-02-18
45776,2008,21,8462.17,2023-04-04
45777,2011,99,4222.81,2023-07-07
45778,2002,71,8202.6,2023-08-29
45779,2008,74,2236.14,2023-09-01
45780,2012,22,7468.44,2023-04-22
45781,2018,43,57.38,2023-12-08
45782,2014,1,7964.73,2023-12-22
45783,2010,33,7475.43,2023-09-13
45784,2003,54,8432.15,2023-05-24
45785,2003,40,2640.58,2023-12-03
45786,2017,42,1142.2,2023-12-25
45787,2001,83,572.95,2023-08-20
45788,2019,90,7358.16,2024-01-05
45789,2009,77,5173.89,2023-01-05
45790,2007,6,3641.48,2023-04-17
45791,2005,75,4556.92,2023-06-02
45792,2003,91,8719.32,2023-07-17
45793,2005,96,6192.94,2023-12-06
45794,2002,64,6221.38,2023-08-21
45795,2013,35,2391.91,2023-12-13
45796,2017,80,5398.87,2023-03-25
45797,2010,74,3461.2,2023-08-12
45798,2020,44,654.93,2023-10-11
45799,2009,36,348.22,2023-01-02
45800,2015,40,7976.84,2023-07-25
45801,2017,22,6184.32,2023-12-19
45802,2012,85,2482.02,2023-02-22
45803,2008,31,2260.07,2023-04-23
45804,2008,28,4589.78,2023-08-08
45805,2015,11,7255.96,2023-10-11
45806,2016,42,2346.2,2024-01-13
45807,2007,24,2480.2,2023-08-16
45808,2005,15,2516.54,2023-09-16
45809,2012,11,3566.64,2023-04-10
45810,2003,85,6089.98,2023-02-14
45811,2007,15,3987.64,2023-09-20
45812,2019,98,6663.62,2023-01-22
45813,2020,4,3077.91,2024-01-20
45814,2005,74,7780.58,2023-06-26
45815,2013,52,389.58,2023-10-05
45816,2018,34,8324.72,2023-09-13
45817,2002,51,2165.43,2024-01-26
45818,2013,79,8298.35,2023-02-27
45819,2004,76,2028.01,2023-06-19
45820,2009,10,2164.84,2023-06-30
45821,2020,8,6034.55,2023-05-31
45822,2012,81,5902.13,2023-03-10
45823,2011,92,3408.42,2023-11-17
45824,2009,19,2893.53,2023-06-25
45825,2020,33,3983.65,2023-11-05
45826,2016,54,2513.26,2024-01-02
45827,2013,92,1616.24,2023-05-03
45828,2006,46,4907.46,2023-12-03
45829,2005,96,8691.7,2023-01-13
45830,2017,6,3366.77,2023-05-11
45831,2013,31,6683.59,2023-11-05
45832,2011,53,7437.74,2023-06-27
45833,2007,67,9584.58,2023-06-07
45834,2015,59,4847.65,2023-12-23
45835,2004,82,3583.95,2023-03-02
45836,2012,62,9878.33,2023-07-28
45837,2002,82,3747.72,2023-01-10
45838,2020,94,8744.44,2024-01-23
45839,2014,96,2701.47,2023-11-12
45840,2017,91,3873.17,2023-10-24
45841,2006,80,980.61,2023-10-11
45842,2009,22,6744.65,2023-02-09
45843,2003,33,5851.57,2023-08-28
45844,2020,60,1903.79,2023-02-25
45845,2014,26,6909.74,2024-01-14
45846,2007,7,2794.49,2023-04-26
45847,2019,29,6495.77,2023-07-27
45848,2008,95,852.94,2023-02-06
45849,2010,15,3324.25,2023-01-28
45850,2006,94,6428.61,2023-06-18
45851,2020,59,1171.25,2023-11-13
45852,2014,99,7428.12,2023-04-08
45853,2007,80,6716.18,2023-01-27
45854,2013,74,367.21,2023-08-12
45855,2016,56,4106.68,2023-03-28
45856,2008,50,8222.86,2023-09-24
45857,2007,34,2474.03,2023-07-03
45858,2003,22,2389.02,2023-12-25
45859,2010,71,7670.63,2023-08-03
45860,2008,59,4023.07,2023-11-18
45861,2005,38,2333.1,2023-05-08
45862,2018,8,7415.44,2023-11-15
45863,2018,16,1663.95,2023-09-28
45864,2019,47,1030.1,2023-05-26
45865,2008,6,3413.58,2023-05-05
45866,2017,92,5516.51,2023-10-23
45867,2017,69,5439.53,2023-10-25
45868,2015,46,9205.4,2023-08-15
45869,2002,76,2778.21,2023-01-04
45870,2015,95,3958.51,2023-03-05
45871,2013,66,2629.26,2023-05-29
45872,2013,2,6314.88,2023-08-05
45873,2002,45,5618.46,2023-07-05
45874,2006,22,1941.31,2023-05-26
45875,2017,35,6802.02,2023-12-25
45876,2013,41,7938.49,2023-06-15
45877,2002,32,5228.66,2023-08-03
45878,2003,71,5418.47,2023-08-17
45879,2003,16,7233.84,2023-12-17
45880,2012,58,425.24,2023-06-02
45881,2007,3,3517.41,2023-09-12
45882,2007,88,2774.55,2023-08-08
45883,2015,26,8777.65,2023-03-23
45884,2015,53,9165.73,2024-01-04
45885,2008,59,5646.91,2024-01-04
45886,2008,45,9865.15,2023-04-29
45887,2001,79,1492.4,2023-12-22
45888,2003,16,9563.32,2023-07-29
45889,2012,22,5821.15,2023-10-15
45890,2007,58,548.77,2023-07-06
45891,2017,99,9440.81,2023-02-13
45892,2004,69,3220.17,2023-08-14
45893,2013,24,7556.71,2023-01-24
45894,2013,44,2599.78,2024-01-10
45895,2007,19,1195.63,2023-01-09
45896,2014,98,834.24,2023-12-20
45897,2004,63,1835.03,2023-04-23
45898,2012,29,6194.63,2023-08-31
45899,2008,68,4663.73,2023-07-11
45900,2019,20,2369.77,2023-09-16
45901,2020,49,7021.64,2023-01-04
45902,2018,25,6622.6,2023-04-14
45903,2008,65,7984.42,2023-05-24
45904,2018,26,5178.35,2023-03-25
45905,2015,96,1705.14,2023-01-14
45906,2003,79,8241.36,2023-11-10
45907,2016,70,5975.13,2023-02-28
45908,2007,65,1292.76,2023-11-19
45909,2012,86,921.86,2023-06-12
45910,2007,7,144.91,2023-03-30
45911,2012,82,4181.2,2023-11-22
45912,2019,75,7758.02,2023-05-27
45913,2003,45,3296.66,2023-08-11
45914,2004,11,217.69,2023-02-08
45915,2018,52,2738.22,2023-10-22
45916,2007,24,1703.22,2023-01-26
45917,2008,43,5796.02,2023-11-23
45918,2002,78,9638.56,2023-11-13
45919,2006,48,7716.13,2023-07-04
45920,2016,94,316.71,2023-01-24
45921,2003,74,7193.25,2023-05-28
45922,2006,57,2552.13,2023-07-09
45923,2005,18,2314.59,2023-01-22
45924,2012,34,2794.06,2023-12-13
45925,2001,19,6122.43,2023-06-28
45926,2003,55,2171.35,2023-08-14
45927,2012,4,1355.24,2023-02-24
45928,2010,80,5281.0,2023-05-08
45929,2020,1,2114.09,2024-01-10
45930,2009,64,3922.05,2023-10-08
45931,2005,49,8976.41,2023-06-19
45932,2010,20,8170.54,2023-02-20
45933,2013,20,2707.02,2023-02-12
45934,2013,67,4337.78,2023-11-28
45935,2010,9,843.37,2023-07-17
45936,2012,11,4829.65,2023-05-07
45937,2009,82,6669.42,2023-03-05
45938,2009,100,9075.82,2023-05-06
45939,2003,78,3446.98,2023-01-07
45940,2012,64,9074.3,2023-01-11
45941,2004,69,6719.23,2023-10-29
45942,2014,24,3883.61,2023-09-27
45943,2008,23,9273.64,2023-02-06
45944,2010,3,9976.07,2023-01-18
45945,2005,2,3118.82,2023-10-16
45946,2014,36,1681.81,2023-05-06
45947,2003,50,7996.16,2023-05-06
45948,2017,14,5676.33,2023-09-13
45949,2017,92,6626.64,2023-03-09
45950,2012,67,9888.5,2023-09-07
45951,2016,63,6008.89,2023-01-20
45952,2020,39,9784.47,2023-08-27
45953,2020,43,2811.81,2023-09-21
45954,2008,8,1964.44,2023-01-25
45955,2014,70,5165.53,2023-08-24
45956,2020,11,7988.22,2023-08-24
45957,2010,11,3311.95,2023-10-28
45958,2019,85,577.64,2023-05-24
45959,2011,54,5606.68,2023-11-07
45960,2019,75,3114.4,2023-06-03
45961,2008,50,6844.55,2023-08-08
45962,2018,16,9874.59,2023-01-25
45963,2006,20,787.31,2023-09-09
45964,2006,20,4789.18,2024-01-23
45965,2018,3,6615.63,2023-08-19
45966,2001,60,1652.85,2023-12-15
45967,2018,42,9907.56,2023-05-05
45968,2009,93,2092.94,2023-12-13
45969,2002,9,9963.09,2024-01-12
45970,2018,80,9800.18,2023-12-21
45971,2001,37,909.91,2023-09-13
45972,2019,25,4566.09,2023-05-25
45973,2015,2,7250.39,2023-09-22
45974,2012,67,3929.99,2023-10-26
45975,2004,48,7918.63,2023-08-01
45976,2011,25,4770.06,2023-04-02
45977,2020,66,9768.22,2023-11-17
45978,2002,66,2085.15,2023-05-16
45979,2001,3,1607.47,2023-12-18
45980,2007,11,6367.91,2023-10-05
45981,2008,10,9553.39,2023-04-14
45982,2006,17,6920.68,2023-11-03
45983,2003,12,8812.05,2023-01-26
45984,2012,29,6437.57,2023-09-30
45985,2006,54,7447.7,2023-04-25
45986,2001,96,9673.71,2023-01-15
45987,2011,39,9159.75,2023-11-21
45988,2008,15,6292.22,2023-10-26
45989,2018,2,6693.96,2023-03-09
45990,2004,5,5215.01,2023-08-04
45991,2008,86,513.73,2023-07-18
45992,2009,77,4086.89,2023-05-06
45993,2005,1,7112.64,2023-01-04
45994,2010,30,1127.31,2023-10-18
45995,2020,16,4889.58,2023-12-06
45996,2016,51,4336.0,2023-01-19
45997,2018,25,8589.19,2023-12-14
45998,2010,91,5806.81,2023-01-16
45999,2011,83,7639.56,2023-07-10
46000,2004,94,3336.34,2023-03-31
46001,2007,31,6011.14,2023-05-10
46002,2001,90,8671.85,2023-11-08
46003,2002,40,3709.63,2023-12-21
46004,2020,20,9700.26,2023-01-26
46005,2014,58,3624.8,2023-02-20
46006,2011,48,3629.1,2023-12-12
46007,2016,43,8803.56,2023-05-20
46008,2012,53,3026.97,2023-02-13
46009,2009,34,531.1,2023-11-22
46010,2012,62,6058.02,2024-01-14
46011,2013,79,749.78,2024-01-29
46012,2014,24,8362.27,2023-06-21
46013,2018,61,1686.61,2023-08-08
46014,2005,45,4087.87,2023-05-02
46015,2008,63,4455.47,2023-04-10
46016,2012,21,8575.57,2023-12-06
46017,2007,80,2033.49,2023-05-21
46018,2002,45,4235.39,2023-11-11
46019,2002,42,3757.66,2024-01-07
46020,2018,50,1155.21,2023-09-16
46021,2017,6,3155.54,2023-09-23
46022,2018,92,3329.14,2023-01-01
46023,2016,8,2969.3,2024-01-13
46024,2011,1,1060.39,2023-09-06
46025,2010,57,4906.61,2023-04-28
46026,2001,67,9131.68,2023-06-09
46027,2013,24,9626.07,2023-04-27
46028,2007,37,2004.99,2023-08-07
46029,2018,25,4341.57,2023-07-11
46030,2001,99,7573.01,2023-04-13
46031,2005,82,3445.55,2023-10-22
46032,2016,100,9144.57,2023-11-16
46033,2015,10,9840.28,2023-02-16
46034,2015,49,9470.44,2023-03-09
46035,2019,2,9466.85,2023-01-18
46036,2016,31,9491.38,2023-03-19
46037,2012,28,5450.27,2023-02-01
46038,2019,41,4932.6,2023-11-17
46039,2016,80,9850.98,2023-01-02
46040,2020,64,9822.9,2023-08-12
46041,2009,7,9636.38,2023-01-20
46042,2020,49,4720.24,2023-04-19
46043,2012,1,1248.48,2023-11-07
46044,2010,40,3340.19,2023-11-03
46045,2001,19,7324.47,2023-03-09
46046,2001,88,2737.09,2023-09-13
46047,2019,65,3665.06,2023-02-15
46048,2008,79,9855.8,2023-11-17
46049,2020,94,4008.41,2024-01-11
46050,2015,26,7538.57,2023-11-12
46051,2002,63,5901.36,2023-02-15
46052,2009,82,8343.48,2023-03-06
46053,2019,51,5713.73,2023-06-07
46054,2007,41,3201.15,2023-05-04
46055,2006,1,4568.63,2023-07-28
46056,2004,98,9007.06,2023-10-07
46057,2002,37,616.63,2023-11-06
46058,2008,16,4826.56,2023-06-26
46059,2009,43,4318.24,2023-01-15
46060,2005,17,7758.77,2023-06-16
46061,2012,81,3304.06,2023-05-09
46062,2012,86,9464.98,2023-04-14
46063,2017,63,5746.66,2023-11-21
46064,2001,56,5845.16,2023-03-17
46065,2009,91,9380.47,2023-03-18
46066,2020,24,5960.88,2023-04-20
46067,2003,18,4241.58,2023-02-13
46068,2019,95,7952.08,2023-08-15
46069,2015,23,3255.09,2023-09-24
46070,2019,67,1425.47,2023-12-06
46071,2004,95,7401.31,2023-04-06
46072,2017,94,3246.21,2023-01-04
46073,2020,42,4380.17,2023-02-16
46074,2009,53,3152.36,2023-11-12
46075,2019,42,6310.91,2023-02-20
46076,2008,29,6856.08,2023-08-10
46077,2018,3,8012.36,2023-12-25
46078,2012,82,4741.32,2023-03-07
46079,2004,4,9542.35,2023-07-26
46080,2013,26,6075.48,2023-04-05
46081,2013,89,4407.88,2023-03-09
46082,2016,49,1650.75,2023-02-07
46083,2017,48,7352.85,2023-08-30
46084,2002,8,7803.64,2023-04-30
46085,2015,53,6627.22,2023-03-11
46086,2017,21,3440.4,2023-10-20
46087,2015,17,633.09,2023-01-11
46088,2007,6,4906.96,2023-05-03
46089,2020,63,3684.69,2023-09-20
46090,2009,4,6265.11,2023-02-10
46091,2007,96,3248.32,2023-01-18
46092,2012,91,9456.68,2023-07-24
46093,2018,39,7191.06,2023-12-09
46094,2015,20,5700.48,2023-10-10
46095,2009,2,7589.02,2023-09-22
46096,2012,39,5320.99,2023-04-04
46097,2014,42,1021.75,2023-05-15
46098,2018,93,874.22,2023-01-17
46099,2012,92,4561.14,2023-01-19
46100,2004,18,9396.25,2023-07-07
46101,2007,9,1694.98,2023-12-13
46102,2008,67,3385.76,2023-07-27
46103,2003,9,741.01,2023-06-29
46104,2011,27,788.99,2023-12-04
46105,2017,86,7008.71,2024-01-11
46106,2012,38,2971.22,2023-10-06
46107,2013,16,7335.48,2023-08-10
46108,2015,38,6033.36,2023-05-04
46109,2008,95,9910.93,2023-05-08
46110,2004,43,5813.77,2023-02-25
46111,2003,13,2333.95,2023-09-12
46112,2012,79,4305.99,2023-08-31
46113,2012,81,7633.68,2023-01-16
46114,2007,81,3557.7,2023-01-28
46115,2005,77,9147.79,2023-02-03
46116,2019,35,5484.62,2023-06-25
46117,2010,11,5942.57,2023-08-09
46118,2001,29,6488.83,2023-11-15
46119,2019,56,3170.33,2023-09-01
46120,2016,99,9398.01,2023-03-04
46121,2007,76,4235.56,2023-04-07
46122,2010,90,4180.1,2023-02-07
46123,2012,82,4654.16,2023-11-20
46124,2007,96,8578.68,2023-11-30
46125,2016,93,5827.27,2023-12-25
46126,2015,89,9566.74,2023-07-15
46127,2016,83,2771.74,2023-06-27
46128,2012,2,6954.75,2023-09-11
46129,2001,68,4411.33,2023-03-22
46130,2019,12,3641.47,2023-03-10
46131,2003,6,5954.51,2023-04-23
46132,2012,37,726.98,2023-08-27
46133,2009,19,9683.95,2024-01-15
46134,2003,71,9264.69,2023-08-05
46135,2004,98,404.86,2023-09-28
46136,2004,91,516.88,2023-08-31
46137,2012,52,8564.28,2023-01-25
46138,2018,85,5377.81,2023-04-02
46139,2003,56,9623.99,2023-03-17
46140,2001,63,2705.25,2023-07-14
46141,2014,51,4777.21,2023-09-25
46142,2006,39,5323.2,2023-05-09
46143,2003,79,4687.22,2023-12-08
46144,2004,58,2417.97,2023-10-28
46145,2007,1,4125.17,2024-01-18
46146,2002,51,2546.74,2023-11-19
46147,2009,5,208.09,2023-07-01
46148,2019,61,7340.27,2023-02-12
46149,2014,22,6052.94,2023-07-08
46150,2008,50,2414.51,2023-11-19
46151,2003,97,8752.71,2023-06-26
46152,2014,55,8453.9,2023-03-08
46153,2019,38,9790.81,2023-09-12
46154,2017,19,3497.7,2023-05-16
46155,2001,12,2944.34,2023-05-30
46156,2016,37,6080.09,2023-10-16
46157,2005,37,2235.14,2023-06-16
46158,2016,50,849.6,2023-06-01
46159,2010,3,2983.61,2023-12-11
46160,2010,44,1647.95,2023-01-31
46161,2011,49,3968.18,2023-01-30
46162,2016,12,2860.47,2023-08-04
46163,2017,53,6003.13,2023-07-11
46164,2003,79,4861.66,2023-04-26
46165,2019,65,7361.45,2023-08-08
46166,2006,92,6117.3,2023-07-07
46167,2007,45,7388.93,2023-08-12
46168,2004,98,5685.89,2023-08-05
46169,2020,47,3253.91,2023-06-24
46170,2006,12,1739.99,2023-06-09
46171,2008,18,7669.59,2023-04-20
46172,2004,1,1218.82,2023-07-12
46173,2007,64,4126.34,2023-11-20
46174,2007,77,9269.78,2023-01-09
46175,2019,48,8674.47,2023-05-05
46176,2015,96,9368.82,2023-12-28
46177,2012,58,3340.84,2023-04-27
46178,2005,80,5424.09,2023-10-15
46179,2008,82,1266.31,2023-12-14
46180,2019,35,5088.49,2023-05-23
46181,2018,30,5800.91,2023-06-30
46182,2005,79,8879.14,2023-08-23
46183,2005,9,7486.66,2023-01-21
46184,2020,68,9145.97,2023-03-22
46185,2014,75,9411.74,2023-07-31
46186,2002,92,7440.48,2023-09-26
46187,2009,82,349.86,2023-03-16
46188,2001,62,7451.04,2023-07-09
46189,2020,77,4234.01,2023-03-23
46190,2018,68,1780.48,2023-05-31
46191,2012,59,3464.71,2023-06-09
46192,2012,16,2105.77,2023-12-24
46193,2002,18,5268.31,2023-05-04
46194,2002,50,5171.64,2023-09-19
46195,2009,18,4810.8,2023-04-27
46196,2004,45,4553.91,2023-09-08
46197,2010,40,9994.57,2023-03-12
46198,2010,4,771.01,2023-10-25
46199,2014,1,7512.76,2023-05-04
46200,2002,68,1502.41,2023-03-22
46201,2002,15,9843.38,2023-05-23
46202,2007,52,1946.47,2023-07-25
46203,2017,22,1984.68,2023-06-25
46204,2017,90,7246.14,2023-04-02
46205,2006,74,3635.63,2023-09-14
46206,2012,28,1669.15,2023-11-09
46207,2006,64,985.21,2023-09-06
46208,2018,3,6320.95,2023-01-07
46209,2005,39,8332.17,2023-07-03
46210,2013,16,8030.94,2023-02-12
46211,2014,28,250.07,2023-11-30
46212,2016,32,8949.05,2023-03-16
46213,2011,7,3961.13,2023-12-12
46214,2016,50,8782.38,2023-09-09
46215,2010,23,1676.43,2023-05-20
46216,2005,86,373.6,2023-02-19
46217,2009,30,681.62,2024-01-22
46218,2010,45,7970.42,2023-02-16
46219,2006,85,9870.47,2023-01-12
46220,2004,76,3740.75,2023-11-28
46221,2012,57,8221.26,2023-05-30
46222,2019,59,1966.2,2023-06-01
46223,2003,5,2260.11,2023-11-20
46224,2005,76,1962.34,2023-03-06
46225,2011,21,2066.42,2023-12-10
46226,2020,69,3358.31,2023-08-13
46227,2012,51,8584.87,2023-08-16
46228,2013,86,9037.12,2023-05-01
46229,2009,72,7263.02,2023-11-13
46230,2009,60,2636.48,2023-06-12
46231,2013,40,3159.18,2023-01-27
46232,2014,40,2384.35,2024-01-27
46233,2014,49,3137.16,2023-02-23
46234,2014,8,3918.51,2023-08-25
46235,2009,9,9683.64,2023-06-08
46236,2003,80,3344.52,2023-01-09
46237,2010,66,6784.53,2023-12-01
46238,2019,2,4360.84,2023-03-29
46239,2019,73,7385.71,2023-01-27
46240,2009,3,2685.86,2023-06-20
46241,2003,5,7470.56,2023-12-26
46242,2015,53,718.85,2023-05-29
46243,2016,81,7615.79,2023-10-02
46244,2006,85,6939.69,2023-04-05
46245,2007,37,1089.8,2023-01-07
46246,2013,60,7988.74,2023-03-06
46247,2014,12,8103.79,2023-12-09
46248,2006,17,8625.66,2023-10-06
46249,2012,72,3220.17,2023-12-28
46250,2003,99,3992.74,2023-10-23
46251,2004,24,4773.17,2024-01-19
46252,2010,59,9642.66,2024-01-23
46253,2015,49,7262.5,2023-03-04
46254,2005,30,6208.31,2023-10-15
46255,2018,81,8766.01,2023-03-08
46256,2004,43,6029.23,2023-12-26
46257,2004,4,8469.57,2023-04-01
46258,2017,96,3375.27,2023-03-25
46259,2019,61,6125.81,2023-05-11
46260,2014,65,4153.39,2023-12-15
46261,2017,24,1146.89,2023-04-15
46262,2016,33,2062.98,2023-01-30
46263,2011,21,2937.64,2023-07-18
46264,2017,52,2368.38,2023-06-17
46265,2017,73,8327.98,2023-07-05
46266,2001,39,9696.96,2023-02-28
46267,2019,25,8223.57,2023-03-20
46268,2011,48,7189.54,2024-01-12
46269,2001,2,4797.06,2024-01-29
46270,2003,17,7362.24,2023-02-09
46271,2015,48,2361.37,2024-01-04
46272,2001,90,271.36,2023-03-19
46273,2012,93,7522.69,2023-03-04
46274,2006,71,1820.59,2023-03-12
46275,2012,64,3033.87,2023-07-22
46276,2001,85,8957.94,2023-08-21
46277,2010,35,7228.32,2023-03-31
46278,2018,39,4062.16,2023-06-11
46279,2017,5,9604.03,2023-07-20
46280,2017,59,2974.91,2023-12-18
46281,2005,52,7169.23,2023-06-23
46282,2013,59,5191.47,2023-03-25
46283,2019,13,4544.08,2023-05-19
46284,2015,17,9361.94,2023-12-15
46285,2016,19,6525.17,2023-10-25
46286,2012,10,5684.41,2024-01-20
46287,2007,58,3612.04,2023-07-23
46288,2012,82,3082.07,2023-06-19
46289,2016,6,798.76,2023-07-06
46290,2018,75,7689.53,2023-12-11
46291,2015,5,5819.56,2023-05-18
46292,2009,70,5749.39,2023-12-05
46293,2013,72,543.03,2023-02-07
46294,2006,52,2041.2,2023-09-10
46295,2013,63,9505.5,2023-06-10
46296,2014,87,3672.01,2023-12-23
46297,2004,2,605.89,2023-11-17
46298,2019,42,1799.61,2023-01-17
46299,2011,79,380.81,2023-12-03
46300,2005,84,1549.67,2023-04-16
46301,2011,61,8636.62,2023-12-05
46302,2005,64,389.7,2023-02-01
46303,2016,93,4639.16,2023-01-08
46304,2012,89,6150.03,2023-10-12
46305,2010,83,3889.8,2023-12-19
46306,2016,3,2969.19,2023-10-03
46307,2011,30,9261.0,2023-12-14
46308,2004,63,4298.04,2023-10-30
46309,2010,63,3758.17,2023-12-20
46310,2019,71,9107.55,2023-07-21
46311,2015,95,6312.11,2023-10-30
46312,2001,17,1804.25,2023-01-14
46313,2009,45,7199.04,2023-05-20
46314,2010,3,8331.46,2023-02-05
46315,2014,93,5123.74,2024-01-05
46316,2008,94,6610.94,2023-05-05
46317,2006,11,9114.56,2023-11-15
46318,2016,15,7817.82,2023-05-05
46319,2005,19,7413.96,2023-03-17
46320,2009,92,2298.87,2023-10-25
46321,2015,69,98.09,2023-04-13
46322,2016,92,4939.06,2023-07-28
46323,2018,29,4063.72,2024-01-26
46324,2016,75,6757.17,2023-08-24
46325,2008,50,4423.89,2023-08-12
46326,2013,31,6911.59,2023-08-22
46327,2013,41,8865.88,2023-03-02
46328,2012,96,9455.8,2023-01-20
46329,2015,48,5719.43,2023-09-17
46330,2016,10,3279.26,2023-12-26
46331,2013,63,6556.26,2023-08-19
46332,2001,9,7921.16,2023-01-11
46333,2005,87,1435.13,2023-04-06
46334,2005,28,9384.74,2023-09-06
46335,2010,48,9935.02,2023-11-19
46336,2020,15,8493.8,2023-03-31
46337,2014,27,893.1,2023-01-11
46338,2003,27,4198.68,2023-05-19
46339,2020,79,4307.69,2024-02-01
46340,2009,58,5706.12,2023-11-30
46341,2003,33,5798.08,2023-06-26
46342,2015,60,2934.81,2023-05-04
46343,2003,35,8282.72,2023-10-24
46344,2008,90,607.18,2023-09-01
46345,2007,48,513.24,2023-04-13
46346,2001,19,7539.52,2023-08-15
46347,2016,31,6042.0,2023-02-01
46348,2006,23,3919.72,2023-11-26
46349,2011,15,3962.02,2024-01-13
46350,2011,88,4352.71,2024-01-12
46351,2016,62,5021.65,2023-09-24
46352,2020,97,4302.29,2023-10-24
46353,2008,42,5834.46,2023-08-19
46354,2019,70,9894.01,2023-06-02
46355,2006,64,292.85,2023-08-03
46356,2009,44,6531.65,2023-02-20
46357,2008,89,4942.83,2024-01-20
46358,2016,38,8131.81,2023-10-05
46359,2009,50,2689.04,2023-04-05
46360,2007,27,6363.74,2023-12-25
46361,2007,94,9923.49,2023-09-17
46362,2002,87,348.09,2023-09-08
46363,2011,51,4723.57,2023-07-29
46364,2013,70,2429.69,2024-01-30
46365,2006,45,316.39,2023-11-08
46366,2012,65,8196.43,2023-01-10
46367,2018,83,761.92,2023-12-27
46368,2015,8,4068.16,2023-05-11
46369,2008,59,7578.35,2023-02-16
46370,2003,31,2315.81,2023-01-19
46371,2013,82,4059.83,2023-10-28
46372,2018,3,7061.01,2023-10-13
46373,2009,35,6610.29,2023-05-29
46374,2017,29,5474.47,2023-05-21
46375,2016,71,2109.07,2024-01-27
46376,2005,98,5334.18,2023-12-29
46377,2004,13,5838.41,2023-04-22
46378,2017,38,9469.93,2023-01-25
46379,2004,22,2078.1,2023-06-27
46380,2019,67,9223.56,2023-08-15
46381,2012,1,9280.07,2023-11-23
46382,2020,48,8337.36,2023-09-01
46383,2017,3,2873.67,2023-04-05
46384,2010,3,3902.3,2023-06-05
46385,2015,48,6532.62,2023-02-06
46386,2011,72,4875.39,2023-12-09
46387,2008,96,3743.45,2023-08-08
46388,2001,44,995.64,2023-08-31
46389,2006,79,7754.41,2023-01-05
46390,2013,52,8231.45,2023-03-22
46391,2017,34,5901.6,2023-07-27
46392,2014,95,6067.39,2023-02-17
46393,2012,55,9482.28,2023-08-11
46394,2008,8,7206.96,2023-05-15
46395,2002,62,513.53,2024-01-06
46396,2002,9,3365.54,2023-04-01
46397,2006,75,5647.53,2023-08-27
46398,2013,8,5626.79,2024-01-16
46399,2013,68,640.3,2024-01-04
